method,learning_rate,value
momentum,0.01,1.03357
momentum,0.01,0.890711
momentum,0.01,0.772468
momentum,0.01,0.718986
momentum,0.01,0.692829
momentum,0.01,0.675238
momentum,0.01,0.664629
momentum,0.01,0.659405
momentum,0.01,0.656453
momentum,0.01,0.654938
momentum,0.01,0.654271
momentum,0.01,0.654024
momentum,0.01,0.653811
momentum,0.01,0.653625
momentum,0.01,0.653553
momentum,0.01,0.653513
momentum,0.01,0.653493
momentum,0.01,0.653484
momentum,0.01,0.653481
momentum,0.01,0.653477
momentum,0.01,0.653475
momentum,0.01,0.653474
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.01,0.653473
momentum,0.0234034731932,1.03357
momentum,0.0234034731932,0.947257
momentum,0.0234034731932,0.759861
momentum,0.0234034731932,0.698624
momentum,0.0234034731932,0.66853
momentum,0.0234034731932,0.657527
momentum,0.0234034731932,0.655013
momentum,0.0234034731932,0.654156
momentum,0.0234034731932,0.653751
momentum,0.0234034731932,0.653568
momentum,0.0234034731932,0.653498
momentum,0.0234034731932,0.653485
momentum,0.0234034731932,0.653478
momentum,0.0234034731932,0.653474
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0234034731932,0.653473
momentum,0.0547722557505,1.03357
momentum,0.0547722557505,0.718858
momentum,0.0547722557505,0.665456
momentum,0.0547722557505,0.654877
momentum,0.0547722557505,0.653639
momentum,0.0547722557505,0.653509
momentum,0.0547722557505,0.653477
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.0547722557505,0.653473
momentum,0.128186101919,1.03357
momentum,0.128186101919,0.663642
momentum,0.128186101919,0.653579
momentum,0.128186101919,0.653475
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
momentum,0.128186101919,0.653473
